title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
intolerable cruaute,2003,d32a37895bc1383e42f134d47bcb898a,https://www.allocine.fr/film/fichefilm_gen_cfilm=28430.html,joel coen,etatsunis,6000,comedie,85554,563086,474232,1,1264872,456,4,2.7,"[""George Clooney"", ""Catherine Zeta-Jones"", ""Geoffrey Rush"", ""Billy Bob Thornton""]",60000000,"[""anglais""]",109022,0
convoi exceptionnel,2019,NULL,NULL,bertrand blier,france,4920,comedie,10990,81523,57665,16,122801,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les sentiers de la perdition,2002,d4be0b453b9f46ed3715341627a398a5,https://www.allocine.fr/film/fichefilm_gen_cfilm=28874.html,sam mendes,etatsunis,7500,drame,42052,320872,266164,1,765562,418,3.7,3.9,"[""Tom Hanks"", ""Tyler Hoechlin"", ""Paul Newman"", ""Jude Law""]",80000000,"[""anglais""]",-1,3
whiteout,2009,d572ebe9003079e8de1c1b4043e0934e,https://www.allocine.fr/film/fichefilm_gen_cfilm=49145.html,dominic sena,etatsunis,6360,aventure action,5187,54802,43259,13,75423,100,1.6,2.1,"[""Kate Beckinsale"", ""Gabriel Macht"", ""Tom Skerritt"", ""Columbus Short""]",-1,"[""anglais"", ""russe""]",124362,0
resident evil,2002,d5fd1797147cbd8f594ef269cfd2b0fa,https://www.allocine.fr/film/fichefilm_gen_cfilm=28846.html,paul ws anderson,etatsunis,6060,aventure action,103489,533300,429033,2,1105943,397,2.8,2.5,"[""Milla Jovovich"", ""Eric Mabius"", ""Michelle Rodriguez"", ""James Purefoy""]",33000000,"[""anglais""]",105148,0
romeo et juliette,1996,NULL,NULL,baz luhrmann,etatsunis,7200,romance,-1,186223,-1,6,1260188,161,NULL,NULL,NULL,NULL,NULL,NULL,NULL
the search,2014,d78d985c11eb2f71b3dccea0c34d46ef,https://www.allocine.fr/film/fichefilm_gen_cfilm=201452.html,michel hazanavicius,france,8040,guerre,10041,53211,43016,11,69936,251,2.9,3.8,"[""Bérénice Bejo"", ""Annette Bening"", ""Maxim Emelianov"", ""Abdul Khalim Mamutsiev""]",22000000,"[""anglais"", ""francais"", ""georgien"", ""russe""]",136721,0
scream 2,1997,d8e374751821f04cfa8a9c1fe379f043,https://www.allocine.fr/film/fichefilm_gen_cfilm=18102.html,wes craven,etatsunis,7320,horreur,-1,803391,-1,1,2153587,563,-1,2.7,"[""Neve Campbell"", ""David Arquette"", ""Courteney Cox"", ""Elise Neal""]",24000000,"[""anglais""]",94777,0
premonitions 1999,1999,NULL,NULL,neil jordan,etatsunis,6000,thriller,-1,94485,-1,10,204565,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lhomme du train,2002,d916bc5b7e54bae6e55b0c9104d5578f,https://www.allocine.fr/film/fichefilm_gen_cfilm=41415.html,patrice leconte,france,5400,drame,17946,124506,-1,6,265931,200,4,3.1,"[""Johnny Hallyday"", ""Jean Rochefort"", ""Charlie Nelson"", ""Jean-François Stévenin""]",-1,"[""francais""]",-1,0
logan,2017,d9566051cf63a79d084b8b22802564c0,https://www.allocine.fr/film/fichefilm_gen_cfilm=225116.html,james mangold,etatsunis,8100,comicbook,172409,932601,815943,1,2333382,578,3.9,4.1,"[""Hugh Jackman"", ""Patrick Stewart"", ""Dafne Keen"", ""Boyd Holbrook""]",127000000,"[""anglais""]",145920,0
kill bill volume 1,2003,d984bd3c7c85cee6ea0a7ddf20a22039,https://www.allocine.fr/film/fichefilm_gen_cfilm=28541.html,quentin tarantino,etatsunis,6720,aventure action,95216,651264,545196,2,1781483,609,4,4.2,"[""Uma Thurman"", ""Sonny Chiba"", ""Lucy Liu"", ""Daryl Hannah""]",55000000,"[""chinois"", ""anglais""]",109344,2
fast furious 5,2011,NULL,NULL,justin lin,etatsunis,7800,aventure action,251889,1179765,1041562,1,2517576,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le pianiste,2002,dab3b5c2007602774c05d2d4e2bc322d,https://www.allocine.fr/film/fichefilm_gen_cfilm=28359.html,roman polanski,france,8880,drame,50392,379604,298162,2,1594548,440,4.1,4.4,"[""Adrien Brody"", ""Thomas Kretschmann"", ""Emilia Fox"", ""Ed Stoppard""]",35000000,"[""anglais""]",101567,13
la haine rep 2020,2020,NULL,NULL,mathieu kassovitz,france,5700,drame,1844,18471,13254,16,33723,229,NULL,NULL,NULL,NULL,NULL,NULL,NULL
scoop,2006,dc33fa6d1aa248072a95de6f083f679a,https://www.allocine.fr/film/fichefilm_gen_cfilm=60736.html,woody allen,etatsunis,5760,comedie dramatique,76220,331714,289543,5,810748,286,3.7,3.6,"[""Scarlett Johansson"", ""Hugh Jackman"", ""Woody Allen"", ""Ian McShane""]",4000000,"[""anglais""]",116411,0
en bonne compagnie,2005,dd408e7bfc6f6cfd1c9c25b3bd808c2b,https://www.allocine.fr/film/fichefilm_gen_cfilm=54457.html,paul weitz,etatsunis,6540,comedie,8780,70398,-1,10,121235,129,3.4,2.5,"[""Dennis Quaid"", ""Topher Grace"", ""Scarlett Johansson"", ""Selma Blair""]",-1,"[""anglais""]",121235,0
cassetete chinois,2013,de06934eebbb0556cdb226cc12088a56,https://www.allocine.fr/film/fichefilm_gen_cfilm=193911.html,cedric klapisch,france,6840,comedie,95451,513407,418538,3,1536489,542,3.4,3.8,"[""Romain Duris"", ""Audrey Tautou"", ""Cécile de France"", ""Kelly Reilly""]",-1,"[""chinois"", ""anglais"", ""francais"", ""espagnol"", ""yiddish""]",129901,2
la fille inconnue,2016,NULL,NULL,dardenne freres,belgique,6360,drame,10269,84067,63407,11,188963,192,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les adieux a la reine,2012,NULL,NULL,benoit jacquot,france,6000,drame,21416,165380,130576,6,540384,208,NULL,NULL,NULL,NULL,NULL,NULL,NULL
spy game jeux despions,2001,NULL,NULL,tony scott,etatsunis,7620,aventure action,71278,545164,453379,1,1481402,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL
paterson,2016,dfe992a47346a9f3b908daa7766e2ff1,https://www.allocine.fr/film/fichefilm_gen_cfilm=228189.html,jim jarmusch,etatsunis,7080,comedie dramatique,16833,100137,70121,14,408173,114,4.1,3.6,"[""Adam Driver"", ""Golshifteh Farahani"", ""Rizwan Manji"", ""Trevor Parham""]",-1,"[""anglais"", ""italien""]",145464,0
ready player one,2018,e0a909336aef75459fac1f3c9a8cb8b9,https://www.allocine.fr/film/fichefilm_gen_cfilm=229831.html,steven spielberg,etatsunis,6000,science fiction,85156,889788,660056,1,2268439,719,4,4.2,"[""Tye Sheridan"", ""Olivia Cooke"", ""Ben Mendelsohn"", ""Lena Waithe""]",-1,"[""anglais""]",148323,0
la prophetie de lhorloge,2018,e150b79059fbe117b775a5858ef7f252,https://www.allocine.fr/film/fichefilm_gen_cfilm=257034.html,eli roth,etatsunis,6360,fantasy,24000,243245,216232,2,625231,345,2.6,2.8,"[""Owen Vaccaro"", ""Jack Black"", ""Cate Blanchett"", ""Sunny Suljic""]",-1,"[""anglais""]",149585,0
ninja kids,1992,e21cc769e4bea328fd27247885dcda8f,https://www.allocine.fr/film/fichefilm_gen_cfilm=7877.html,jon turteltaub,etatsunis,5400,aventure action,-1,49075,-1,8,246487,100,-1,3.1,"[""Victor Wong"", ""Michael Treanor"", ""Max Elliott Slade"", ""Chad Power""]",-1,"[""anglais""]",82585,0
la fleur du mal,2003,e2efcb4144d319debff95142fdc4317a,https://www.allocine.fr/film/fichefilm_gen_cfilm=45460.html,claude chabrol,france,6240,thriller,60139,445798,351279,4,1080105,338,4.1,2.5,"[""Benoît Magimel"", ""Nathalie Baye"", ""Suzanne Flon"", ""Bernard Le Coq""]",740000000,"[""francais""]",102124,0
vanilla sky,2001,e31696937051574c660bee06a909870e,https://www.allocine.fr/film/fichefilm_gen_cfilm=29260.html,cameron crowe,etatsunis,8100,drame,100373,603725,522262,1,1175666,597,3.3,3.4,"[""Tom Cruise"", ""Penélope Cruz"", ""Kurt Russell"", ""Cameron Diaz""]",75000000,"[""anglais""]",-1,1
le convoi 2016,2016,NULL,NULL,frederic schoendoerffer,france,6120,thriller,15143,96050,76020,9,141679,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL
pour le meilleur et pour le rire,2003,NULL,NULL,shawn levy,etatsunis,5760,romance,-1,42058,-1,12,62978,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL
last action hero,1993,e457c8c8ec7925725ca1d0b80aabca33,https://www.allocine.fr/film/fichefilm_gen_cfilm=8204.html,john mctiernan,etatsunis,7800,aventure action,-1,636828,-1,1,1844301,366,3.5,3.6,"[""Arnold Schwarzenegger"", ""F. Murray Abraham"", ""Austin O&#039;Brien"", ""Art Carney""]",60000000,"[""anglais""]",82622,0
jurassic park iii,2001,e5914ef2a2d9c3913d39aca8566b34d6,https://www.allocine.fr/film/fichefilm_gen_cfilm=29291.html,joe johnston,etatsunis,5520,aventure action,277991,900178,-1,1,2069263,702,2.9,2.8,"[""Sam Neill"", ""Alessandro Nivola"", ""William H. Macy"", ""Tea Leoni""]",93000000,"[""anglais"", ""espagnol""]",103031,0
scary movie 4,2006,NULL,NULL,david zucker,etatsunis,4980,comedie,49334,497240,284906,2,871250,571,NULL,NULL,NULL,NULL,NULL,NULL,NULL
triple alliance,2014,e74e574eea7e83be070e3ea1f95602fa,https://www.allocine.fr/film/fichefilm_gen_cfilm=215685.html,nick cassavetes,etatsunis,6540,comedie,41018,214548,155599,1,810692,387,2.7,2.8,"[""Cameron Diaz"", ""Leslie Mann"", ""Kate Upton"", ""Nikolaj Coster-Waldau""]",40000000,"[""anglais""]",139317,0
perfect days,2023,NULL,NULL,win wenders,allemagne,7380,comedie dramatique,18384,103232,82566,6,391487,183,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fight club,1999,e93a5133f6f4cb4955f6ed818e030ec7,https://www.allocine.fr/film/fichefilm_gen_cfilm=21189.html,david fincher,etatsunis,8100,aventure action,59808,381606,329715,3,1093106,396,2.7,4.5,"[""Brad Pitt"", ""Edward Norton"", ""Helena Bonham Carter"", ""Meat Loaf""]",63000000,"[""anglais""]",98226,0
top gun maverick,2022,e94c259428ed1d8b63eb398115901fc3,https://www.allocine.fr/film/fichefilm_gen_cfilm=186636.html,joseph kosinski,etatsunis,7860,aventure action,320887,1529608,1328181,1,6676071,790,3.7,4.3,"[""Tom Cruise"", ""Miles Teller"", ""Jennifer Connelly"", ""Jon Hamm""]",-1,"[""anglais""]",-1,1
melinda et melinda,2005,NULL,NULL,woody allen,etatsunis,6000,comedie,23808,168675,139070,6,373279,268,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,2007,NULL,NULL,zack snyder,etatsunis,7020,peplum,192458,802975,721683,1,1661288,485,NULL,NULL,NULL,NULL,NULL,NULL,NULL
marvels the avengers,2012,NULL,NULL,joss whedon,etatsunis,8520,comicbook,302730,2041362,1441080,1,4505704,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lecume des jours,2013,eaf006c6f4eb4ecef0d67b9d40933787,https://www.allocine.fr/film/fichefilm_gen_cfilm=196832.html,michel gondry,france,7740,comedie dramatique,47392,391386,297578,5,861627,450,3,2.6,"[""Romain Duris"", ""Audrey Tautou"", ""Gad Elmaleh"", ""Omar Sy""]",19000000,"[""francais""]",128637,1
ne le dis a personne,2006,eb2d2d4fb9b32b0fd5a9ffbae566d626,https://www.allocine.fr/film/fichefilm_gen_cfilm=60722.html,guillaume canet,france,7500,thriller,205622,858599,746652,2,3111809,434,3.3,3.9,"[""François Cluzet"", ""Marie-Josée Croze"", ""André Dussollier"", ""Kristin Scott Thomas""]",11700000,"[""francais""]",113177,14
conjuring 2 le cas enfield,2016,eb4494570bda25dbf09f593385bbf565,https://www.allocine.fr/film/fichefilm_gen_cfilm=222796.html,james wan,etatsunis,8040,horreur,227014,742528,598744,3,1470179,262,3.5,4.1,"[""Vera Farmiga"", ""Patrick Wilson"", ""Frances O&#039;Connor"", ""Madison Wolfe""]",40000000,"[""anglais""]",144534,0
wyatt earp,1994,eb6323f99060a146e84fd1f847d06675,https://www.allocine.fr/film/fichefilm_gen_cfilm=2935.html,lawrence kasdan,etatsunis,11400,western,-1,148131,-1,4,296500,258,-1,3.3,"[""Kevin Costner"", ""Dennis Quaid"", ""Gene Hackman"", ""Jeff Fahey""]",63000000,"[""anglais""]",86003,0
whiplash,2014,eb8da792e548217681fc4cf534d01076,https://www.allocine.fr/film/fichefilm_gen_cfilm=225953.html,damien chazelle,etatsunis,6300,comedie dramatique,11098,138431,97231,10,639732,166,4.1,4.4,"[""Miles Teller"", ""J.K. Simmons"", ""Paul Reiser"", ""Melissa Benoist""]",3300000,"[""anglais""]",141166,12
may december,2023,ec930cb9ef626c70437cee0f2749af69,https://www.allocine.fr/film/fichefilm_gen_cfilm=293604.html,todd haynes,etatsunis,6780,drame,27781,118770,97676,3,276514,207,3.7,3.4,"[""Natalie Portman"", ""Julianne Moore"", ""Charles Melton"", ""Cory Michael Smith""]",-1,"[""anglais""]",161066,0
apocalypto,2006,ecb95f3ae10048f4801e84eb5c8c72b0,https://www.allocine.fr/film/fichefilm_gen_cfilm=61676.html,mel gibson,etatsunis,8280,aventure action,31221,234693,205223,3,442730,437,3,3.8,"[""Rudy Youngblood"", ""Raoul Max Trujillo"", ""Dalia Hernández"", ""Jonathan Brewer""]",50000000,"[""maya""]",116780,0
lamour a tout prix,1995,edc938b0081fbcce22ae94326457a66d,https://www.allocine.fr/film/fichefilm_gen_cfilm=32608.html,jon turteltaub,etatsunis,6180,romance,-1,88722,-1,5,267033,199,-1,3,"[""Sandra Bullock"", ""Bill Pullman"", ""Peter Gallagher"", ""Peter Boyle""]",17000000,"[""anglais""]",87930,0
lile du docteur moreau,1996,NULL,NULL,john frankenheimer,etatsunis,5700,aventure action,-1,130468,-1,5,249838,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL
tenue correcte exigee,1997,NULL,NULL,philippe lioret,france,5580,comedie,-1,124489,-1,8,282960,239,NULL,NULL,NULL,NULL,NULL,NULL,NULL
twilight chapitre 5 revelation 2e partie,2012,ef355a9f4774cf466c7cef151dfc428b,https://www.allocine.fr/film/fichefilm_gen_cfilm=182749.html,bill condon,etatsunis,6960,fantasy,552766,2409923,2126393,1,4525647,823,2.9,3,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner"", ""Billy Burke""]",120000000,"[""anglais""]",135115,6
furtif,2005,ef4df0238551c28f08a8904818d391dd,https://www.allocine.fr/film/fichefilm_gen_cfilm=53880.html,rob cohen,etatsunis,7260,aventure action,40140,185384,151952,5,339273,404,2.3,1.8,"[""Josh Lucas"", ""Jessica Biel"", ""Jamie Foxx"", ""Sam Shepard""]",100000000,"[""anglais"", ""coreen"", ""russe"", ""espagnol""]",112794,0
nell,1994,ef71613d477df49b0c4e1bfe031f7d09,https://www.allocine.fr/film/fichefilm_gen_cfilm=43375.html,michael apted,etatsunis,6780,drame,-1,288840,-1,4,1450902,198,-1,3.6,"[""Jodie Foster"", ""Liam Neeson"", ""Natasha Richardson"", ""Richard Libertini""]",-1,"[""anglais""]",-1,0
tom a la ferme,2014,NULL,NULL,xavier dolan,canada,6120,thriller,8628,56681,40568,13,139442,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
million dollar baby,2005,NULL,NULL,clint eastwood,etatsunis,7920,drame,82202,774989,552967,1,3210199,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la planete au tresor,2002,NULL,NULL,ron clements,etatsunis,5700,animation,142812,649655,594817,2,2976097,829,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la memoire dans la peau,2002,f242e9d3d1e86e13b8008e9bac129866,https://www.allocine.fr/film/fichefilm_gen_cfilm=29071.html,doug liman,etatsunis,7080,aventure action,56309,391761,310904,1,765614,434,3.5,4,"[""Matt Damon"", ""Franka Potente"", ""Chris Cooper"", ""Brian Cox""]",60000000,"[""neerlandais"", ""anglais"", ""francais"", ""allemand"", ""italien""]",106264,0
la legende de zorro,2005,f2430947513413cb047acd63d68f71e2,https://www.allocine.fr/film/fichefilm_gen_cfilm=54348.html,martin campbell,etatsunis,7800,western,160241,1122957,808631,1,2174875,686,3.3,3,"[""Antonio Banderas"", ""Catherine Zeta-Jones"", ""Rufus Sewell"", ""Nick Chinlund""]",75000000,"[""anglais"", ""espagnol""]",113321,0
le contrat 2007,2007,NULL,NULL,bruce beresford,etatsunis,5820,thriller,14231,74260,55934,7,205205,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL
spy kids,2001,f327527445b25584d3328eef63a5330f,https://www.allocine.fr/film/fichefilm_gen_cfilm=29345.html,robert rodriguez,etatsunis,5400,film familial,40776,153774,126558,6,281885,545,3.4,1.9,"[""Alexa PenaVega"", ""Antonio Banderas"", ""Daryl Sabara"", ""Carla Gugino""]",35000000,"[""anglais""]",103100,0
ma vie avec john f donovan,2019,NULL,NULL,xavier dolan,canada,7800,drame,21902,186109,133969,9,338904,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL
drop zone,1994,f44098e124ba487be09ef76b2ae20232,https://www.allocine.fr/film/fichefilm_gen_cfilm=1793.html,john badham,etatsunis,6060,aventure action,-1,83742,-1,9,212240,98,-1,2.1,"[""Wesley Snipes"", ""Gary Busey"", ""Yancy Butler"", ""Michael Jeter""]",45000000,"[""anglais""]",-1,0
sliver,1993,NULL,NULL,philip noyce,etatsunis,6480,thriller,162365,413786,-1,3,1288517,253,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le hobbit la desolation de smaug,2013,f501861ece90ac8c96280b8186b6f94e,https://www.allocine.fr/film/fichefilm_gen_cfilm=186918.html,peter jackson,etatsunis,9660,fantasy,262745,1619507,1391030,1,4701246,909,3.7,4.2,"[""Martin Freeman"", ""Richard Armitage"", ""Ian McKellen"", ""Orlando Bloom""]",225000000,"[""anglais""]",138511,0
hollywood ending,2002,NULL,NULL,woody allen,etatsunis,6600,comedie,23296,260804,201096,2,813053,309,NULL,NULL,NULL,NULL,NULL,NULL,NULL
young adult,2011,f63d333d12458e4ffae10bdf23e12d77,https://www.allocine.fr/film/fichefilm_gen_cfilm=179438.html,jason reitman,etatsunis,5640,comedie dramatique,12321,84715,68164,10,161673,153,3,2.4,"[""Charlize Theron"", ""Patton Oswalt"", ""Patrick Wilson"", ""Elizabeth Reaser""]",12000000,"[""anglais""]",131590,0
quatre freres,2005,f82f10947e28419f66a903594fdc3da7,https://www.allocine.fr/film/fichefilm_gen_cfilm=59012.html,john singleton,etatsunis,6900,thriller,16464,118305,-1,4,241744,199,3,3.2,"[""Mark Wahlberg"", ""Tyrese Gibson"", ""André Benjamin"", ""Garrett Hedlund""]",40000000,"[""anglais""]",113479,0
les aventures extraordinaires dadele blancsec,2010,NULL,NULL,luc besson,france,6420,aventure action,110962,642629,521595,1,1629404,636,NULL,NULL,NULL,NULL,NULL,NULL,NULL
just a kiss,2004,NULL,NULL,ken loach,grandebretagne,6180,drame,14471,91676,-1,6,439510,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
expendables 2 unite speciale,2012,NULL,NULL,simon west,etatsunis,6120,aventure action,213099,935219,764924,1,1962967,535,NULL,NULL,NULL,NULL,NULL,NULL,NULL
kingdom of heaven,2005,f90fcb069dde42487bf55150aba0cccc,https://www.allocine.fr/film/fichefilm_gen_cfilm=54205.html,ridley scott,etatsunis,8700,aventure action,103049,586771,528045,1,1282912,491,3.2,3.5,"[""Michael FitzGerald"", ""Orlando Bloom"", ""Liam Neeson"", ""David Thewlis""]",130000000,"[""arabic"", ""anglais"", ""allemand""]",112561,0
xmen days of future past,2014,f92b2ece30e979cd61567adb98be6fec,https://www.allocine.fr/film/fichefilm_gen_cfilm=195128.html,bryan singer,etatsunis,7800,comicbook,248522,1223166,1017549,1,3289100,620,3.8,4.1,"[""Hugh Jackman"", ""James McAvoy"", ""Michael Fassbender"", ""Jennifer Lawrence""]",200000000,"[""anglais"", ""francais"", ""vietnamien""]",139319,0
gangsters,2002,NULL,NULL,olivier marchal,france,5400,aventure action,22553,146168,-1,7,269280,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ecrire pour exister,2007,f9a91720674c01e5d7348adb8feb98a4,https://www.allocine.fr/film/fichefilm_gen_cfilm=60975.html,richard lagravenese,etatsunis,7380,drame,10233,163878,101252,7,258214,244,2.3,4,"[""Hilary Swank"", ""Patrick Dempsey"", ""Scott Glenn"", ""Imelda Staunton""]",-1,"[""anglais""]",117261,0
les seigneurs,2012,fa049be32612d5ffddd6ed509db71e62,https://www.allocine.fr/film/fichefilm_gen_cfilm=190768.html,olivier dahan,france,5820,comedie,202228,1088676,972747,1,2715019,608,2.6,2,"[""José Garcia"", ""Jean-Pierre Marielle"", ""Franck Dubosc"", ""Gad Elmaleh""]",-1,"[""francais"", ""allemand""]",128225,0
priscilla,2023,fa4d29a4d01ed9f4fb209f82b6df826f,https://www.allocine.fr/film/fichefilm_gen_cfilm=308042.html,sofia coppola,etatsunis,6780,comedie dramatique,30381,144773,125269,10,299690,258,3.9,3.2,"[""Cailee Spaeny"", ""Jacob Elordi"", ""Dagmara Dominczyk"", ""Ari Cohen""]",-1,"[""anglais""]",2023006570,1
avant la nuit,2000,fa7aba4951d3979eeb0a89898125d079,https://www.allocine.fr/film/fichefilm_gen_cfilm=28622.html,julian schnabel,etatsunis,7980,drame,4620,35869,28676,12,179152,-1,3.4,3.5,"[""Javier Bardem"", ""Johnny Depp"", ""Olivier Martinez"", ""Andrea Di Stefano""]",-1,"[""anglais"", ""francais"", ""russe"", ""espagnol""]",-1,2
salt,2010,NULL,NULL,philip noyce,etatsunis,5940,thriller,132073,672870,535476,1,1474193,542,NULL,NULL,NULL,NULL,NULL,NULL,NULL
vendredi soir,2002,fb4b9fe744584bf5802bbd2937b8b428,https://www.allocine.fr/film/fichefilm_gen_cfilm=35145.html,claire denis,france,5400,drame,7657,55136,-1,11,121898,120,4,2.3,"[""Valérie Lemercier"", ""Vincent Lindon"", ""Helene de Saint-Père"", ""Hélène Fillières""]",-1,"[""francais""]",101335,0
mon voisin totoro rep 2018,2018,NULL,NULL,hayao miyazaki,japon,5220,animation,3820,17874,15978,20,55370,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stupeur et tremblements,2003,NULL,NULL,alain corneau,france,6420,comedie,15937,165596,-1,6,416303,159,NULL,NULL,NULL,NULL,NULL,NULL,NULL
copains pour toujours 2,2013,NULL,NULL,dennis dugan,etatsunis,6060,comedie,8456,72381,61349,13,98120,185,NULL,NULL,NULL,NULL,NULL,NULL,NULL
very bad trip 2,2011,NULL,NULL,todd phillips,etatsunis,6120,comedie,134626,802166,643985,2,2505081,443,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la fidelite,2000,fc1da7406396865c9b31fbd9b520ddcf,https://www.allocine.fr/film/fichefilm_gen_cfilm=23471.html,andrzej zulawski,france,9900,drame,-1,100325,-1,8,203684,-1,3.4,1.8,"[""Sophie Marceau"", ""Pascal Greggory"", ""Guillaume Canet"", ""Michel Subor""]",-1,"[""francais""]",97534,0
parle avec elle,2002,fc6b801abe89be43ee740eaa8f5361d9,https://www.allocine.fr/film/fichefilm_gen_cfilm=28629.html,pedro almodovar,espagne,6720,drame,55391,443302,355412,3,2157752,268,4.7,3.9,"[""Javier Cámara"", ""Dario Grandinetti"", ""Leonor Watling"", ""Rosario Flores""]",-1,"[""espagnol""]",103338,4
le mans 66,2019,fc8312770d2cd351afb2f19c3798fdab,https://www.allocine.fr/film/fichefilm_gen_cfilm=262396.html,james mangold,etatsunis,9180,drame,52326,402917,336657,2,1138077,378,3.8,4.3,"[""Matt Damon"", ""Christian Bale"", ""Caitriona Balfe"", ""Tracy Letts""]",-1,"[""anglais""]",151545,4
twist a bamako,2022,NULL,NULL,robert guediguian,france,7740,drame,6531,47130,37530,13,129846,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL
exodus gods and kings,2014,fca9ea4bac470267a949dc89c2ffb4d5,https://www.allocine.fr/film/fichefilm_gen_cfilm=208430.html,ridley scott,etatsunis,9000,peplum,96000,783838,591405,3,1515929,544,3.2,2.9,"[""Christian Bale"", ""Joel Edgerton"", ""John Turturro"", ""Aaron Paul""]",140000000,"[""anglais""]",140894,0
dilili a paris,2018,fd73106d64d92cc3ff00cdabb88793da,https://www.allocine.fr/film/fichefilm_gen_cfilm=243835.html,michel ocelot,france,5700,animation,49786,134356,120512,5,641237,510,3.6,3.9,[],-1,"[""francais""]",143646,2
gatsby le magnifique 2013,2013,NULL,NULL,baz luhrmann,etatsunis,8580,drame,78648,760438,550000,1,1570321,660,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la colline a des yeux 2006,2006,NULL,NULL,alexandre aja,etatsunis,6180,horreur,17492,269271,150309,4,502031,244,NULL,NULL,NULL,NULL,NULL,NULL,NULL
garcon dhonneur,1993,fe2d37b4a2c815b2940f93ae3938ee4c,https://www.allocine.fr/film/fichefilm_gen_cfilm=84877.html,ang lee,taiwan,6360,comedie dramatique,-1,35972,-1,10,201077,22,-1,3.8,"[""Winston Chao"", ""May Chin"", ""Mitchell Lichtenstein"", ""Ah Lei Gua""]",1000000,"[""anglais"", ""mandarin""]",-1,2
killers of the flower moon,2023,ff08be36e99480d646af5e935fc7341e,https://www.allocine.fr/film/fichefilm_gen_cfilm=245813.html,martin scorsese,etatsunis,12360,thriller,47589,418140,328176,4,1268628,528,4.4,4.1,"[""Leonardo DiCaprio"", ""Lily Gladstone"", ""Robert De Niro"", ""Jesse Plemons""]",-1,"[""anglais""]",160406,1
lucy,2014,ff4e17118d1a3702ab803cbd0ecf4bdc,https://www.allocine.fr/film/fichefilm_gen_cfilm=186452.html,luc besson,france,5280,science fiction,351054,1941424,1515449,1,5203226,615,2.7,2.9,"[""Scarlett Johansson"", ""Morgan Freeman"", ""Min-sik Choi"", ""Lio Tipton""]",40000000,"[""anglais""]",138493,0
sur la route,2012,ff5a3451664e202d2cc45e65dee76669,https://www.allocine.fr/film/fichefilm_gen_cfilm=181593.html,walter salles,etatsunis,8220,drame,25736,150754,110382,6,375647,357,3,2.8,"[""Garrett Hedlund"", ""Sam Riley"", ""Kristen Stewart"", ""Amy Adams""]",25000000,"[""anglais""]",127295,0
godzilla,1998,ff8a3bed12bacabb33f738e6a22b3e1c,https://www.allocine.fr/film/fichefilm_gen_cfilm=25836.html,roland emmerich,etatsunis,8400,aventure action,-1,1127486,-1,1,2917195,659,-1,2.4,"[""Matthew Broderick"", ""Jean Reno"", ""Maria Pitillo"", ""Hank Azaria""]",125000000,"[""anglais""]",92647,0
president dun jour,1993,ff95d2f6ab50e00b1e97dcfb3011eade,https://www.allocine.fr/film/fichefilm_gen_cfilm=43433.html,ivan reitman,etatsunis,6600,comedie,-1,146850,-1,6,385768,87,-1,2.8,"[""Kevin Kline"", ""Sigourney Weaver"", ""Frank Langella"", ""Kevin Dunn""]",-1,"[""anglais"", ""espagnol""]",-1,0
brice 3,2016,NULL,NULL,james huth,france,5700,comedie,180531,1100295,841303,1,1946734,630,NULL,NULL,NULL,NULL,NULL,NULL,NULL
new york i love you,2009,NULL,NULL,brett ratner,etatsunis,6000,courtmetrage,5635,39797,30761,14,103782,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL
tournage dans un jardin anglais,2006,NULL,NULL,michael winterbottom,grandebretagne,5640,comedie,2501,25500,19101,20,118016,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL
